"station_id","timestamp","payload"
"EnvironmentalStation1","1742839076.724524","{""temperature"":{""N"":""-12.58""},""humidity"":{""N"":""35.34""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1811.38""},""timestamp"":{""N"":""1742839076.724524""}}"
"EnvironmentalStation1","1742839081.729949","{""temperature"":{""N"":""1.37""},""humidity"":{""N"":""3.72""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1610.74""},""timestamp"":{""N"":""1742839081.729949""}}"
"EnvironmentalStation1","1742839086.73534","{""temperature"":{""N"":""27.35""},""humidity"":{""N"":""62.48""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""689.07""},""timestamp"":{""N"":""1742839086.73534""}}"
"EnvironmentalStation1","1742839091.7406468","{""temperature"":{""N"":""-29.23""},""humidity"":{""N"":""75.73""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""611.01""},""timestamp"":{""N"":""1742839091.7406468""}}"
"EnvironmentalStation1","1742839096.742023","{""temperature"":{""N"":""9.92""},""humidity"":{""N"":""63.26""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""689.36""},""timestamp"":{""N"":""1742839096.742023""}}"
"EnvironmentalStation1","1742839101.747437","{""temperature"":{""N"":""30.41""},""humidity"":{""N"":""56.1""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""780.62""},""timestamp"":{""N"":""1742839101.747437""}}"
"EnvironmentalStation1","1742839106.750539","{""temperature"":{""N"":""-38.36""},""humidity"":{""N"":""45.65""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1752.57""},""timestamp"":{""N"":""1742839106.750539""}}"
"EnvironmentalStation1","1742839111.756224","{""temperature"":{""N"":""47.38""},""humidity"":{""N"":""67.98""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""961.85""},""timestamp"":{""N"":""1742839111.756224""}}"
"EnvironmentalStation1","1742839116.758464","{""temperature"":{""N"":""1.22""},""humidity"":{""N"":""75.4""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""882.89""},""timestamp"":{""N"":""1742839116.758464""}}"
"EnvironmentalStation1","1742839121.765568","{""temperature"":{""N"":""48.83""},""humidity"":{""N"":""89.85""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1482.26""},""timestamp"":{""N"":""1742839121.765568""}}"
"EnvironmentalStation1","1742839126.766769","{""temperature"":{""N"":""-21.51""},""humidity"":{""N"":""76.36""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1021.34""},""timestamp"":{""N"":""1742839126.766769""}}"
"EnvironmentalStation1","1742942713.440099","{""temperature"":{""N"":""2.03""},""humidity"":{""N"":""36.02""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1527.11""},""timestamp"":{""N"":""1742942713.440099""}}"
"EnvironmentalStation1","1742942718.44476","{""temperature"":{""N"":""6.62""},""humidity"":{""N"":""71.82""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1969.7""},""timestamp"":{""N"":""1742942718.44476""}}"
"EnvironmentalStation1","1742942723.449205","{""temperature"":{""N"":""-19.12""},""humidity"":{""N"":""54.69""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1595.97""},""timestamp"":{""N"":""1742942723.449205""}}"
"EnvironmentalStation1","1742942728.4545531","{""temperature"":{""N"":""-5.82""},""humidity"":{""N"":""92.17""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""920.77""},""timestamp"":{""N"":""1742942728.4545531""}}"
"EnvironmentalStation1","1742942733.45986","{""temperature"":{""N"":""42.09""},""humidity"":{""N"":""94.98""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""624.67""},""timestamp"":{""N"":""1742942733.45986""}}"
"EnvironmentalStation1","1742942738.462566","{""temperature"":{""N"":""7.3""},""humidity"":{""N"":""6.74""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""991.67""},""timestamp"":{""N"":""1742942738.462566""}}"
"EnvironmentalStation1","1742942743.467962","{""temperature"":{""N"":""0.63""},""humidity"":{""N"":""3.31""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1002.08""},""timestamp"":{""N"":""1742942743.467962""}}"
"EnvironmentalStation1","1742942748.471787","{""temperature"":{""N"":""-45.27""},""humidity"":{""N"":""87.95""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""373.11""},""timestamp"":{""N"":""1742942748.471787""}}"
"EnvironmentalStation1","1742942753.4771461","{""temperature"":{""N"":""21.86""},""humidity"":{""N"":""88.45""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1920.34""},""timestamp"":{""N"":""1742942753.4771461""}}"
"EnvironmentalStation1","1742942758.478271","{""temperature"":{""N"":""11.7""},""humidity"":{""N"":""49.06""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""919.88""},""timestamp"":{""N"":""1742942758.478271""}}"
"EnvironmentalStation1","1742942763.483538","{""temperature"":{""N"":""41.17""},""humidity"":{""N"":""65.31""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1993.84""},""timestamp"":{""N"":""1742942763.483538""}}"
"EnvironmentalStation1","1742942768.488914","{""temperature"":{""N"":""-34.94""},""humidity"":{""N"":""22.2""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""476.89""},""timestamp"":{""N"":""1742942768.488914""}}"
"EnvironmentalStation1","1742942773.4942248","{""temperature"":{""N"":""-28.32""},""humidity"":{""N"":""85.5""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1957.6""},""timestamp"":{""N"":""1742942773.4942248""}}"
"EnvironmentalStation1","1742942778.497141","{""temperature"":{""N"":""17.99""},""humidity"":{""N"":""91.55""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1220.93""},""timestamp"":{""N"":""1742942778.497141""}}"
"EnvironmentalStation1","1742942783.50212","{""temperature"":{""N"":""46.93""},""humidity"":{""N"":""72.73""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""992.33""},""timestamp"":{""N"":""1742942783.50212""}}"
"EnvironmentalStation1","1742942788.507448","{""temperature"":{""N"":""29.75""},""humidity"":{""N"":""64.63""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1006.79""},""timestamp"":{""N"":""1742942788.507448""}}"
"EnvironmentalStation1","1742942793.5129","{""temperature"":{""N"":""-34.26""},""humidity"":{""N"":""79.34""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""926.98""},""timestamp"":{""N"":""1742942793.5129""}}"
"EnvironmentalStation1","1742942798.5143301","{""temperature"":{""N"":""-14.44""},""humidity"":{""N"":""51.42""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1444.93""},""timestamp"":{""N"":""1742942798.5143301""}}"
"EnvironmentalStation1","1742942803.519682","{""temperature"":{""N"":""-18.74""},""humidity"":{""N"":""31.11""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1656.6""},""timestamp"":{""N"":""1742942803.519682""}}"
"EnvironmentalStation1","1742942808.524534","{""temperature"":{""N"":""-14.13""},""humidity"":{""N"":""59.99""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1695.49""},""timestamp"":{""N"":""1742942808.524534""}}"
"EnvironmentalStation1","1742942813.529794","{""temperature"":{""N"":""-22.89""},""humidity"":{""N"":""83.91""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""335.13""},""timestamp"":{""N"":""1742942813.529794""}}"
"EnvironmentalStation1","1742942818.5307698","{""temperature"":{""N"":""10.03""},""humidity"":{""N"":""13""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""842.94""},""timestamp"":{""N"":""1742942818.5307698""}}"
"EnvironmentalStation1","1742942823.536135","{""temperature"":{""N"":""14.09""},""humidity"":{""N"":""69.66""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1375.98""},""timestamp"":{""N"":""1742942823.536135""}}"
"EnvironmentalStation1","1742942828.540173","{""temperature"":{""N"":""41.1""},""humidity"":{""N"":""29.86""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""615.64""},""timestamp"":{""N"":""1742942828.540173""}}"
"EnvironmentalStation1","1742942833.545485","{""temperature"":{""N"":""20.02""},""humidity"":{""N"":""8.1""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""412.24""},""timestamp"":{""N"":""1742942833.545485""}}"
"EnvironmentalStation1","1742942838.547297","{""temperature"":{""N"":""-23.47""},""humidity"":{""N"":""24.68""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1113.76""},""timestamp"":{""N"":""1742942838.547297""}}"
"EnvironmentalStation1","1742942843.5511","{""temperature"":{""N"":""-39.7""},""humidity"":{""N"":""42.23""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""610.18""},""timestamp"":{""N"":""1742942843.5511""}}"
"EnvironmentalStation1","1742942848.556406","{""temperature"":{""N"":""-25.29""},""humidity"":{""N"":""4.03""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1006.87""},""timestamp"":{""N"":""1742942848.556406""}}"
"EnvironmentalStation1","1742942853.561804","{""temperature"":{""N"":""-6.48""},""humidity"":{""N"":""42.64""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1732.25""},""timestamp"":{""N"":""1742942853.561804""}}"
"EnvironmentalStation1","1742942858.566196","{""temperature"":{""N"":""9.23""},""humidity"":{""N"":""33.74""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1453.27""},""timestamp"":{""N"":""1742942858.566196""}}"
"EnvironmentalStation1","1742942863.567311","{""temperature"":{""N"":""7.27""},""humidity"":{""N"":""24.59""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1041.45""},""timestamp"":{""N"":""1742942863.567311""}}"
"EnvironmentalStation1","1742942868.572635","{""temperature"":{""N"":""5.37""},""humidity"":{""N"":""53.92""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1225.95""},""timestamp"":{""N"":""1742942868.572635""}}"
"EnvironmentalStation1","1742942873.577945","{""temperature"":{""N"":""-18.19""},""humidity"":{""N"":""67.63""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""679.09""},""timestamp"":{""N"":""1742942873.577945""}}"
"EnvironmentalStation1","1742942878.581213","{""temperature"":{""N"":""4.53""},""humidity"":{""N"":""5.21""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1965.25""},""timestamp"":{""N"":""1742942878.581213""}}"
"EnvironmentalStation1","1742942883.586585","{""temperature"":{""N"":""7.37""},""humidity"":{""N"":""46.44""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""330.75""},""timestamp"":{""N"":""1742942883.586585""}}"
"EnvironmentalStation1","1742942888.590518","{""temperature"":{""N"":""39.13""},""humidity"":{""N"":""4.93""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""312.05""},""timestamp"":{""N"":""1742942888.590518""}}"
"EnvironmentalStation1","1742942893.595907","{""temperature"":{""N"":""-23.47""},""humidity"":{""N"":""65.03""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1553.8""},""timestamp"":{""N"":""1742942893.595907""}}"
"EnvironmentalStation1","1742942898.6016572","{""temperature"":{""N"":""-1.94""},""humidity"":{""N"":""9.31""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1923.42""},""timestamp"":{""N"":""1742942898.6016572""}}"
"EnvironmentalStation1","1742942903.6080918","{""temperature"":{""N"":""-42.77""},""humidity"":{""N"":""28.18""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""550.95""},""timestamp"":{""N"":""1742942903.6080918""}}"
"EnvironmentalStation1","1742942908.613497","{""temperature"":{""N"":""-18.84""},""humidity"":{""N"":""77.7""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1935.47""},""timestamp"":{""N"":""1742942908.613497""}}"
"EnvironmentalStation1","1742942913.618818","{""temperature"":{""N"":""18.37""},""humidity"":{""N"":""37.58""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1431.3""},""timestamp"":{""N"":""1742942913.618818""}}"
"EnvironmentalStation1","1742942918.6214762","{""temperature"":{""N"":""-24.25""},""humidity"":{""N"":""91.87""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1643.28""},""timestamp"":{""N"":""1742942918.6214762""}}"
"EnvironmentalStation1","1742942923.626807","{""temperature"":{""N"":""-28.58""},""humidity"":{""N"":""62""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""500.08""},""timestamp"":{""N"":""1742942923.626807""}}"
"EnvironmentalStation1","1742942928.632144","{""temperature"":{""N"":""-24.06""},""humidity"":{""N"":""77.93""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""903.65""},""timestamp"":{""N"":""1742942928.632144""}}"
"EnvironmentalStation1","1742942933.6347818","{""temperature"":{""N"":""32.43""},""humidity"":{""N"":""44.69""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1871.36""},""timestamp"":{""N"":""1742942933.6347818""}}"
"EnvironmentalStation1","1742942938.640106","{""temperature"":{""N"":""-46.8""},""humidity"":{""N"":""53.61""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1849.44""},""timestamp"":{""N"":""1742942938.640106""}}"
"EnvironmentalStation1","1742942943.641133","{""temperature"":{""N"":""48.48""},""humidity"":{""N"":""81.72""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1500.56""},""timestamp"":{""N"":""1742942943.641133""}}"
"EnvironmentalStation1","1742942948.64639","{""temperature"":{""N"":""37.12""},""humidity"":{""N"":""47.79""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1502.46""},""timestamp"":{""N"":""1742942948.64639""}}"
"EnvironmentalStation1","1742942953.6515431","{""temperature"":{""N"":""-39.44""},""humidity"":{""N"":""29.58""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1331.08""},""timestamp"":{""N"":""1742942953.6515431""}}"
"EnvironmentalStation1","1742942958.6569788","{""temperature"":{""N"":""-11.7""},""humidity"":{""N"":""83.39""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1340.85""},""timestamp"":{""N"":""1742942958.6569788""}}"
"EnvironmentalStation1","1742942963.662307","{""temperature"":{""N"":""-8.85""},""humidity"":{""N"":""52.86""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""734.15""},""timestamp"":{""N"":""1742942963.662307""}}"
"EnvironmentalStation1","1742942968.664429","{""temperature"":{""N"":""-27.06""},""humidity"":{""N"":""27.6""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1553.56""},""timestamp"":{""N"":""1742942968.664429""}}"
"EnvironmentalStation1","1742942973.664974","{""temperature"":{""N"":""27.43""},""humidity"":{""N"":""33.74""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""345.63""},""timestamp"":{""N"":""1742942973.664974""}}"
"EnvironmentalStation1","1742942978.6705039","{""temperature"":{""N"":""-1.51""},""humidity"":{""N"":""75.5""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""702.73""},""timestamp"":{""N"":""1742942978.6705039""}}"
"EnvironmentalStation1","1742942983.674398","{""temperature"":{""N"":""42.65""},""humidity"":{""N"":""3.61""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""728.88""},""timestamp"":{""N"":""1742942983.674398""}}"
"EnvironmentalStation1","1742942988.678858","{""temperature"":{""N"":""-13.67""},""humidity"":{""N"":""70.9""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1883.12""},""timestamp"":{""N"":""1742942988.678858""}}"
"EnvironmentalStation1","1742942993.6841521","{""temperature"":{""N"":""15.66""},""humidity"":{""N"":""15.47""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1921.71""},""timestamp"":{""N"":""1742942993.6841521""}}"
"EnvironmentalStation1","1742942998.689539","{""temperature"":{""N"":""-13.26""},""humidity"":{""N"":""2.29""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""951.49""},""timestamp"":{""N"":""1742942998.689539""}}"
"EnvironmentalStation1","1742943003.694834","{""temperature"":{""N"":""-34.26""},""humidity"":{""N"":""13.34""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1162.08""},""timestamp"":{""N"":""1742943003.694834""}}"
"EnvironmentalStation1","1742943008.700165","{""temperature"":{""N"":""49.34""},""humidity"":{""N"":""34.85""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1731.41""},""timestamp"":{""N"":""1742943008.700165""}}"
"EnvironmentalStation1","1742943013.7029839","{""temperature"":{""N"":""46.14""},""humidity"":{""N"":""1.6""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""682.03""},""timestamp"":{""N"":""1742943013.7029839""}}"
"EnvironmentalStation1","1742943018.713251","{""temperature"":{""N"":""-3.22""},""humidity"":{""N"":""62.16""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1352.89""},""timestamp"":{""N"":""1742943018.713251""}}"
"EnvironmentalStation1","1742943023.723093","{""temperature"":{""N"":""-5.86""},""humidity"":{""N"":""6.84""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""441.89""},""timestamp"":{""N"":""1742943023.723093""}}"
"EnvironmentalStation1","1742943028.732694","{""temperature"":{""N"":""-21.89""},""humidity"":{""N"":""42.28""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1580.53""},""timestamp"":{""N"":""1742943028.732694""}}"
"EnvironmentalStation1","1742943033.743196","{""temperature"":{""N"":""9.01""},""humidity"":{""N"":""31.16""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1854.34""},""timestamp"":{""N"":""1742943033.743196""}}"
"EnvironmentalStation1","1742943038.752445","{""temperature"":{""N"":""33.01""},""humidity"":{""N"":""40.56""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1715.9""},""timestamp"":{""N"":""1742943038.752445""}}"
"EnvironmentalStation1","1742943043.762794","{""temperature"":{""N"":""5.17""},""humidity"":{""N"":""13.8""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1406.56""},""timestamp"":{""N"":""1742943043.762794""}}"
"EnvironmentalStation1","1742943048.772906","{""temperature"":{""N"":""-19.27""},""humidity"":{""N"":""87.08""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1844.96""},""timestamp"":{""N"":""1742943048.772906""}}"
"EnvironmentalStation1","1742943053.782183","{""temperature"":{""N"":""-31.27""},""humidity"":{""N"":""39.26""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1747.88""},""timestamp"":{""N"":""1742943053.782183""}}"
"EnvironmentalStation1","1742943058.790116","{""temperature"":{""N"":""11.56""},""humidity"":{""N"":""30.54""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1431.26""},""timestamp"":{""N"":""1742943058.790116""}}"
"EnvironmentalStation1","1742943063.800503","{""temperature"":{""N"":""49.81""},""humidity"":{""N"":""39.19""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""817.9""},""timestamp"":{""N"":""1742943063.800503""}}"
"EnvironmentalStation1","1742943068.810841","{""temperature"":{""N"":""24.76""},""humidity"":{""N"":""88.27""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""892.92""},""timestamp"":{""N"":""1742943068.810841""}}"
"EnvironmentalStation1","1742943073.8212202","{""temperature"":{""N"":""27.2""},""humidity"":{""N"":""0.66""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""525.67""},""timestamp"":{""N"":""1742943073.8212202""}}"
"EnvironmentalStation1","1742943078.831179","{""temperature"":{""N"":""-37.88""},""humidity"":{""N"":""71.85""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1084.3""},""timestamp"":{""N"":""1742943078.831179""}}"
"EnvironmentalStation1","1742943083.8414772","{""temperature"":{""N"":""17.83""},""humidity"":{""N"":""25.29""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1787.6""},""timestamp"":{""N"":""1742943083.8414772""}}"
"EnvironmentalStation1","1742943088.8503838","{""temperature"":{""N"":""31.45""},""humidity"":{""N"":""32.38""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1196.6""},""timestamp"":{""N"":""1742943088.8503838""}}"
"EnvironmentalStation1","1742943093.851413","{""temperature"":{""N"":""-19.42""},""humidity"":{""N"":""19.84""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""624.67""},""timestamp"":{""N"":""1742943093.851413""}}"
"EnvironmentalStation1","1742943098.8623009","{""temperature"":{""N"":""-2.43""},""humidity"":{""N"":""88.29""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1705.83""},""timestamp"":{""N"":""1742943098.8623009""}}"
"EnvironmentalStation1","1742943103.872628","{""temperature"":{""N"":""-6.63""},""humidity"":{""N"":""13.54""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1491.77""},""timestamp"":{""N"":""1742943103.872628""}}"
"EnvironmentalStation1","1742943108.881244","{""temperature"":{""N"":""13.72""},""humidity"":{""N"":""47.35""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1852.78""},""timestamp"":{""N"":""1742943108.881244""}}"
"EnvironmentalStation1","1742943113.886461","{""temperature"":{""N"":""-36.43""},""humidity"":{""N"":""3.84""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1544.46""},""timestamp"":{""N"":""1742943113.886461""}}"
"EnvironmentalStation1","1742943118.887434","{""temperature"":{""N"":""-35.6""},""humidity"":{""N"":""34.77""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1587.27""},""timestamp"":{""N"":""1742943118.887434""}}"
"EnvironmentalStation1","1742943123.890944","{""temperature"":{""N"":""29.44""},""humidity"":{""N"":""38.8""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""508.98""},""timestamp"":{""N"":""1742943123.890944""}}"
"EnvironmentalStation1","1742943128.901333","{""temperature"":{""N"":""31.94""},""humidity"":{""N"":""54.82""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1545.02""},""timestamp"":{""N"":""1742943128.901333""}}"
"EnvironmentalStation1","1742943133.9116302","{""temperature"":{""N"":""-30.67""},""humidity"":{""N"":""18.45""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""692.67""},""timestamp"":{""N"":""1742943133.9116302""}}"
"EnvironmentalStation1","1742943138.918986","{""temperature"":{""N"":""-49.2""},""humidity"":{""N"":""21.08""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1854.08""},""timestamp"":{""N"":""1742943138.918986""}}"
"EnvironmentalStation1","1742943143.929319","{""temperature"":{""N"":""23.02""},""humidity"":{""N"":""24.72""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1451.5""},""timestamp"":{""N"":""1742943143.929319""}}"
"EnvironmentalStation1","1742943148.939639","{""temperature"":{""N"":""3.44""},""humidity"":{""N"":""92.96""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""671.75""},""timestamp"":{""N"":""1742943148.939639""}}"
"EnvironmentalStation1","1742943153.9401119","{""temperature"":{""N"":""-49.25""},""humidity"":{""N"":""15.94""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1401.78""},""timestamp"":{""N"":""1742943153.9401119""}}"
"EnvironmentalStation1","1742943158.9453068","{""temperature"":{""N"":""-37.48""},""humidity"":{""N"":""17.05""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""815.76""},""timestamp"":{""N"":""1742943158.9453068""}}"
"EnvironmentalStation1","1742943163.955256","{""temperature"":{""N"":""8.95""},""humidity"":{""N"":""31.45""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""315.96""},""timestamp"":{""N"":""1742943163.955256""}}"
"EnvironmentalStation1","1742943168.965594","{""temperature"":{""N"":""33.22""},""humidity"":{""N"":""50.24""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""742.88""},""timestamp"":{""N"":""1742943168.965594""}}"
"EnvironmentalStation1","1742943173.973554","{""temperature"":{""N"":""28.15""},""humidity"":{""N"":""59.11""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1943.8""},""timestamp"":{""N"":""1742943173.973554""}}"
"EnvironmentalStation1","1742943178.978871","{""temperature"":{""N"":""33.34""},""humidity"":{""N"":""28.69""},""station_id"":{""S"":""EnvironmentalStation1""},""co2"":{""N"":""1628.62""},""timestamp"":{""N"":""1742943178.978871""}}"
